record_date,department,process_name,throughput,cycle_time_min,error_count,sla_target_min,sla_met,error_rate
2024-02-12,IT,Change Management,61,321.18,2,480.0,1,0.0328
2024-02-12,IT,Deployment Pipeline,73,73.66,2,120.0,1,0.0274
2024-02-12,Logistics,Shipment Tracking,60,853.66,0,1440.0,1,0.0
2024-02-12,Logistics,Customs Clearance,59,2219.58,1,2880.0,1,0.0169
2024-02-12,Logistics,Route Optimization,60,58.65,2,60.0,1,0.0333
2024-02-12,Risk,Credit Assessment,58,171.39,1,180.0,1,0.0172
2024-02-12,Risk,Fraud Review,51,14.13,2,30.0,1,0.0392
2024-02-12,Risk,Compliance Check,65,792.8,2,720.0,0,0.0308
2024-02-12,Compliance,Regulatory Reporting,53,414.19,1,480.0,1,0.0189
2024-02-12,Compliance,AML Screening,48,70.06,0,60.0,0,0.0
2024-02-12,Compliance,Policy Review,56,941.29,4,1440.0,1,0.0714
2024-02-13,Operations,Order Fulfillment,45,565.48,1,480.0,0,0.0222
2024-02-13,Operations,Inventory Replenishment,57,261.99,4,240.0,0,0.0702
2024-02-13,Operations,Quality Check,48,30.05,1,60.0,1,0.0208
2024-02-13,Finance,Invoice Processing,55,101.83,0,120.0,1,0.0
2024-02-13,Finance,Budget Reconciliation,62,138.09,0,360.0,1,0.0
2024-02-13,Finance,Expense Audit,54,41.59,1,90.0,1,0.0185
2024-02-13,HR,Onboarding,55,5769.13,1,2880.0,0,0.0182
2024-02-13,HR,Payroll Processing,54,135.44,1,120.0,0,0.0185
2024-02-13,HR,Benefits Enrollment,57,209.31,1,240.0,1,0.0175
2024-02-13,IT,Incident Resolution,42,168.56,0,240.0,1,0.0
2024-02-13,IT,Change Management,55,444.8,0,480.0,1,0.0
2024-02-13,IT,Deployment Pipeline,57,94.1,1,120.0,1,0.0175
2024-02-13,Logistics,Shipment Tracking,53,985.21,1,1440.0,1,0.0189
2024-02-13,Logistics,Customs Clearance,57,1913.1,1,2880.0,1,0.0175
2024-02-13,Logistics,Route Optimization,57,44.18,0,60.0,1,0.0
2024-02-13,Risk,Credit Assessment,58,202.36,0,180.0,0,0.0
2024-02-13,Risk,Fraud Review,51,23.32,0,30.0,1,0.0
2024-02-13,Risk,Compliance Check,55,709.47,0,720.0,1,0.0
2024-02-13,Compliance,Regulatory Reporting,52,595.61,1,480.0,0,0.0192
2024-02-13,Compliance,AML Screening,44,46.75,1,60.0,1,0.0227
2024-02-13,Compliance,Policy Review,57,1265.27,2,1440.0,1,0.0351
2024-02-14,Operations,Order Fulfillment,65,408.03,0,480.0,1,0.0
2024-02-14,Operations,Inventory Replenishment,51,230.84,3,240.0,1,0.0588
2024-02-14,Operations,Quality Check,47,29.55,1,60.0,1,0.0213
2024-02-14,Finance,Invoice Processing,51,217.33,0,120.0,0,0.0
2024-02-14,Finance,Budget Reconciliation,45,258.67,1,360.0,1,0.0222
2024-02-14,Finance,Expense Audit,43,98.49,1,90.0,0,0.0233
2024-02-14,HR,Onboarding,63,2400.21,2,2880.0,1,0.0317
2024-02-14,HR,Payroll Processing,51,106.02,2,120.0,1,0.0392
2024-02-14,HR,Benefits Enrollment,62,184.25,0,240.0,1,0.0
2024-02-14,IT,Incident Resolution,58,246.63,2,240.0,0,0.0345
2024-02-14,IT,Change Management,54,319.08,1,480.0,1,0.0185
2024-02-14,IT,Deployment Pipeline,57,69.74,1,120.0,1,0.0175
2024-02-14,Logistics,Shipment Tracking,40,785.83,0,1440.0,1,0.0
2024-02-14,Logistics,Customs Clearance,53,2247.33,2,2880.0,1,0.0377
2024-02-14,Logistics,Route Optimization,57,68.37,1,60.0,0,0.0175
2024-02-14,Risk,Credit Assessment,59,119.49,2,180.0,1,0.0339
2024-02-14,Risk,Fraud Review,55,27.71,2,30.0,1,0.0364
2024-02-14,Risk,Compliance Check,55,2243.51,2,720.0,0,0.0364
2024-02-14,Compliance,Regulatory Reporting,65,392.27,2,480.0,1,0.0308
2024-02-14,Compliance,AML Screening,63,39.04,0,60.0,1,0.0
2024-02-14,Compliance,Policy Review,50,1027.36,0,1440.0,1,0.0
2024-02-15,Operations,Order Fulfillment,45,460.21,1,480.0,1,0.0222
2024-02-15,Operations,Inventory Replenishment,49,214.07,0,240.0,1,0.0
2024-02-15,Operations,Quality Check,54,45.9,1,60.0,1,0.0185
2024-02-15,Finance,Invoice Processing,44,75.69,0,120.0,1,0.0
2024-02-15,Finance,Budget Reconciliation,46,245.89,1,360.0,1,0.0217
2024-02-15,Finance,Expense Audit,66,41.25,3,90.0,1,0.0455
2024-02-15,HR,Onboarding,58,3823.31,2,2880.0,0,0.0345
2024-02-15,HR,Payroll Processing,46,72.35,2,120.0,1,0.0435
2024-02-15,HR,Benefits Enrollment,57,145.45,0,240.0,1,0.0
2024-02-15,IT,Incident Resolution,54,150.87,0,240.0,1,0.0
2024-02-15,IT,Change Management,71,275.9,2,480.0,1,0.0282
2024-02-15,IT,Deployment Pipeline,43,97.09,0,120.0,1,0.0
2024-02-15,Logistics,Shipment Tracking,50,1312.8,3,1440.0,1,0.06
2024-02-15,Logistics,Customs Clearance,56,1626.61,3,2880.0,1,0.0536
2024-02-15,Logistics,Route Optimization,49,43.98,1,60.0,1,0.0204
2024-02-15,Risk,Credit Assessment,52,129.73,0,180.0,1,0.0
2024-02-15,Risk,Fraud Review,54,17.21,2,30.0,1,0.037
2024-02-15,Risk,Compliance Check,52,466.63,1,720.0,1,0.0192
2024-02-15,Compliance,Regulatory Reporting,55,314.77,3,480.0,1,0.0545
2024-02-15,Compliance,AML Screening,57,67.58,1,60.0,0,0.0175
2024-02-15,Compliance,Policy Review,54,1331.12,1,1440.0,1,0.0185
2024-02-16,Operations,Order Fulfillment,49,202.8,1,480.0,1,0.0204
2024-02-16,Operations,Inventory Replenishment,50,163.37,0,240.0,1,0.0
2024-02-16,Operations,Quality Check,38,31.7,1,60.0,1,0.0263
2024-02-16,Finance,Invoice Processing,48,70.09,2,120.0,1,0.0417
2024-02-16,Finance,Budget Reconciliation,49,342.71,0,360.0,1,0.0
2024-02-16,Finance,Expense Audit,59,99.53,2,90.0,0,0.0339
2024-02-16,HR,Onboarding,64,2223.91,0,2880.0,1,0.0
2024-02-16,HR,Payroll Processing,42,124.92,0,120.0,0,0.0
2024-02-16,HR,Benefits Enrollment,58,173.65,0,240.0,1,0.0
2024-02-16,IT,Incident Resolution,48,353.1,1,240.0,0,0.0208
2024-02-16,IT,Change Management,52,323.52,0,480.0,1,0.0
2024-02-16,IT,Deployment Pipeline,51,113.57,2,120.0,1,0.0392
2024-02-16,Logistics,Shipment Tracking,64,827.28,0,1440.0,1,0.0
2024-02-16,Logistics,Customs Clearance,60,2953.68,1,2880.0,0,0.0167
2024-02-16,Logistics,Route Optimization,60,59.24,0,60.0,1,0.0
2024-02-16,Risk,Credit Assessment,54,122.79,2,180.0,1,0.037
2024-02-16,Risk,Fraud Review,59,26.53,0,30.0,1,0.0
2024-02-16,Risk,Compliance Check,55,800.19,2,720.0,0,0.0364
2024-02-16,Compliance,Regulatory Reporting,58,195.27,0,480.0,1,0.0
2024-02-16,Compliance,AML Screening,55,47.01,0,60.0,1,0.0
2024-02-16,Compliance,Policy Review,54,978.35,3,1440.0,1,0.0556
2024-02-17,Operations,Order Fulfillment,19,414.52,0,480.0,1,0.0
2024-02-17,Operations,Inventory Replenishment,19,166.77,1,240.0,1,0.0526
2024-02-17,Operations,Quality Check,18,48.39,0,60.0,1,0.0
2024-02-17,Finance,Invoice Processing,15,83.99,0,120.0,1,0.0
2024-02-17,Finance,Budget Reconciliation,18,319.57,0,360.0,1,0.0
2024-02-17,Finance,Expense Audit,19,79.66,0,90.0,1,0.0
2024-02-17,HR,Onboarding,15,2942.23,0,2880.0,0,0.0
2024-02-17,HR,Payroll Processing,15,109.82,1,120.0,1,0.0667
2024-02-17,HR,Benefits Enrollment,20,184.83,1,240.0,1,0.05
2024-02-17,IT,Incident Resolution,19,207.4,0,240.0,1,0.0
2024-02-17,IT,Change Management,20,368.2,3,480.0,1,0.15
2024-02-17,IT,Deployment Pipeline,21,74.9,2,120.0,1,0.0952
2024-02-17,Logistics,Shipment Tracking,18,1252.4,0,1440.0,1,0.0
2024-02-17,Logistics,Customs Clearance,21,1919.03,0,2880.0,1,0.0
2024-02-17,Logistics,Route Optimization,18,47.27,1,60.0,1,0.0556
2024-02-17,Risk,Credit Assessment,18,141.55,0,180.0,1,0.0
2024-02-17,Risk,Fraud Review,17,25.38,1,30.0,1,0.0588
2024-02-17,Risk,Compliance Check,16,626.45,0,720.0,1,0.0
2024-02-17,Compliance,Regulatory Reporting,19,302.94,1,480.0,1,0.0526
2024-02-17,Compliance,AML Screening,18,59.95,0,60.0,1,0.0
2024-02-17,Compliance,Policy Review,18,1304.44,1,1440.0,1,0.0556
2024-02-18,Operations,Order Fulfillment,19,944.75,0,480.0,0,0.0
2024-02-18,Operations,Inventory Replenishment,21,224.65,0,240.0,1,0.0
2024-02-18,Operations,Quality Check,18,53.77,0,60.0,1,0.0
2024-02-18,Finance,Invoice Processing,16,131.92,0,120.0,0,0.0
2024-02-18,Finance,Budget Reconciliation,19,379.27,0,360.0,0,0.0
2024-02-18,Finance,Expense Audit,17,77.2,0,90.0,1,0.0
2024-02-18,HR,Onboarding,19,2789.63,0,2880.0,1,0.0
2024-02-18,HR,Payroll Processing,17,360.45,0,120.0,0,0.0
2024-02-18,HR,Benefits Enrollment,19,197.16,0,240.0,1,0.0
2024-02-18,IT,Incident Resolution,14,210.59,0,240.0,1,0.0
2024-02-18,IT,Change Management,19,465.2,0,480.0,1,0.0
2024-02-18,IT,Deployment Pipeline,20,108.34,0,120.0,1,0.0
2024-02-18,Logistics,Shipment Tracking,19,807.98,1,1440.0,1,0.0526
2024-02-18,Logistics,Customs Clearance,16,2468.62,1,2880.0,1,0.0625
2024-02-18,Logistics,Route Optimization,15,58.57,0,60.0,1,0.0
2024-02-18,Risk,Credit Assessment,19,144.05,0,180.0,1,0.0
2024-02-18,Risk,Fraud Review,20,19.17,0,30.0,1,0.0
2024-02-18,Risk,Compliance Check,17,731.07,0,720.0,0,0.0
2024-02-18,Compliance,Regulatory Reporting,19,363.45,1,480.0,1,0.0526
2024-02-18,Compliance,AML Screening,19,52.55,0,60.0,1,0.0
2024-02-18,Compliance,Policy Review,23,884.76,0,1440.0,1,0.0
2024-02-19,Operations,Order Fulfillment,44,327.3,0,480.0,1,0.0
2024-02-19,Operations,Inventory Replenishment,54,137.11,0,240.0,1,0.0
2024-02-19,Operations,Quality Check,63,54.5,2,60.0,1,0.0317
2024-02-19,Finance,Invoice Processing,60,119.34,3,120.0,1,0.05
2024-02-19,Finance,Budget Reconciliation,60,280.04,3,360.0,1,0.05
2024-02-19,Finance,Expense Audit,63,74.29,1,90.0,1,0.0159
2024-02-19,HR,Onboarding,54,2354.09,0,2880.0,1,0.0
2024-02-19,HR,Payroll Processing,71,104.89,1,120.0,1,0.0141
2024-02-19,HR,Benefits Enrollment,58,220.05,0,240.0,1,0.0
2024-02-19,IT,Incident Resolution,61,261.59,0,240.0,0,0.0
2024-02-19,IT,Change Management,64,247.09,1,480.0,1,0.0156
2024-02-19,IT,Deployment Pipeline,58,115.0,1,120.0,1,0.0172
2024-02-19,Logistics,Shipment Tracking,50,987.66,3,1440.0,1,0.06
2024-02-19,Logistics,Customs Clearance,76,1960.47,2,2880.0,1,0.0263
2024-02-19,Logistics,Route Optimization,43,44.41,2,60.0,1,0.0465
2024-02-19,Risk,Credit Assessment,63,151.54,3,180.0,1,0.0476
2024-02-19,Risk,Fraud Review,60,18.09,0,30.0,1,0.0
2024-02-19,Risk,Compliance Check,52,547.63,2,720.0,1,0.0385
2024-02-19,Compliance,Regulatory Reporting,63,325.36,3,480.0,1,0.0476
2024-02-19,Compliance,AML Screening,58,34.89,0,60.0,1,0.0
2024-02-19,Compliance,Policy Review,49,1078.94,1,1440.0,1,0.0204
2024-02-20,Operations,Order Fulfillment,56,358.5,1,480.0,1,0.0179
2024-02-20,Operations,Inventory Replenishment,58,241.75,1,240.0,0,0.0172
2024-02-20,Operations,Quality Check,54,68.01,0,60.0,0,0.0
2024-02-20,Finance,Invoice Processing,63,86.12,0,120.0,1,0.0
2024-02-20,Finance,Budget Reconciliation,49,265.89,0,360.0,1,0.0
2024-02-20,Finance,Expense Audit,65,93.61,1,90.0,0,0.0154
2024-02-20,HR,Onboarding,49,1142.01,3,2880.0,1,0.0612
2024-02-20,HR,Payroll Processing,61,28.02,1,120.0,1,0.0164
2024-02-20,HR,Benefits Enrollment,55,180.07,2,240.0,1,0.0364
2024-02-20,IT,Incident Resolution,57,470.6,1,240.0,0,0.0175
2024-02-20,IT,Change Management,58,317.63,0,480.0,1,0.0
2024-02-20,IT,Deployment Pipeline,54,283.91,1,120.0,0,0.0185
2024-02-20,Logistics,Shipment Tracking,56,1339.86,0,1440.0,1,0.0
2024-02-20,Logistics,Customs Clearance,77,1364.35,1,2880.0,1,0.013
2024-02-20,Logistics,Route Optimization,61,60.39,1,60.0,0,0.0164
2024-02-20,Risk,Credit Assessment,52,200.3,2,180.0,0,0.0385
2024-02-20,Risk,Fraud Review,60,19.22,1,30.0,1,0.0167
2024-02-20,Risk,Compliance Check,77,439.19,1,720.0,1,0.013
2024-02-20,Compliance,Regulatory Reporting,60,365.68,2,480.0,1,0.0333
2024-02-20,Compliance,AML Screening,58,45.62,1,60.0,1,0.0172
2024-02-20,Compliance,Policy Review,63,1116.56,4,1440.0,1,0.0635
2024-02-21,Operations,Order Fulfillment,70,440.47,1,480.0,1,0.0143
2024-02-21,Operations,Inventory Replenishment,39,306.64,1,240.0,0,0.0256
2024-02-21,Operations,Quality Check,75,62.21,0,60.0,0,0.0
2024-02-21,Finance,Invoice Processing,70,47.21,1,120.0,1,0.0143
2024-02-21,Finance,Budget Reconciliation,60,440.09,2,360.0,0,0.0333
2024-02-21,Finance,Expense Audit,59,77.24,0,90.0,1,0.0
2024-02-21,HR,Onboarding,42,2855.72,0,2880.0,1,0.0
2024-02-21,HR,Payroll Processing,63,96.04,2,120.0,1,0.0317
2024-02-21,HR,Benefits Enrollment,57,211.91,0,240.0,1,0.0
2024-02-21,IT,Incident Resolution,54,180.68,1,240.0,1,0.0185
2024-02-21,IT,Change Management,61,344.94,1,480.0,1,0.0164
2024-02-21,IT,Deployment Pipeline,63,65.52,2,120.0,1,0.0317
2024-02-21,Logistics,Shipment Tracking,65,1344.63,0,1440.0,1,0.0
2024-02-21,Logistics,Customs Clearance,54,2896.94,0,2880.0,0,0.0
2024-02-21,Logistics,Route Optimization,56,57.56,3,60.0,1,0.0536
2024-02-21,Risk,Credit Assessment,53,26.1,2,180.0,1,0.0377
2024-02-21,Risk,Fraud Review,54,19.09,1,30.0,1,0.0185
2024-02-21,Risk,Compliance Check,50,275.0,0,720.0,1,0.0
2024-02-21,Compliance,Regulatory Reporting,50,367.66,0,480.0,1,0.0
2024-02-21,Compliance,AML Screening,47,53.83,1,60.0,1,0.0213
2024-02-21,Compliance,Policy Review,55,590.58,1,1440.0,1,0.0182
2024-02-22,Operations,Order Fulfillment,50,313.05,1,480.0,1,0.02
2024-02-22,Operations,Inventory Replenishment,54,223.31,0,240.0,1,0.0
2024-02-22,Operations,Quality Check,57,73.7,1,60.0,0,0.0175
2024-02-22,Finance,Invoice Processing,61,105.96,1,120.0,1,0.0164
2024-02-22,Finance,Budget Reconciliation,48,336.98,1,360.0,1,0.0208
2024-02-22,Finance,Expense Audit,60,68.42,1,90.0,1,0.0167
2024-02-22,HR,Onboarding,60,2333.11,0,2880.0,1,0.0
2024-02-22,HR,Payroll Processing,47,131.76,0,120.0,0,0.0
2024-02-22,HR,Benefits Enrollment,62,182.47,3,240.0,1,0.0484
2024-02-22,IT,Incident Resolution,53,149.67,2,240.0,1,0.0377
2024-02-22,IT,Change Management,56,434.98,1,480.0,1,0.0179
2024-02-22,IT,Deployment Pipeline,39,99.57,0,120.0,1,0.0
2024-02-22,Logistics,Shipment Tracking,61,1072.51,1,1440.0,1,0.0164
2024-02-22,Logistics,Customs Clearance,53,2458.78,1,2880.0,1,0.0189
2024-02-22,Logistics,Route Optimization,47,41.59,2,60.0,1,0.0426
2024-02-22,Risk,Credit Assessment,57,149.43,0,180.0,1,0.0
2024-02-22,Risk,Fraud Review,52,22.11,1,30.0,1,0.0192
2024-02-22,Risk,Compliance Check,63,541.71,1,720.0,1,0.0159
2024-02-22,Compliance,Regulatory Reporting,47,1410.35,2,480.0,0,0.0426
2024-02-22,Compliance,AML Screening,50,107.93,0,60.0,0,0.0
2024-02-22,Compliance,Policy Review,42,1367.88,1,1440.0,1,0.0238
2024-02-23,Operations,Order Fulfillment,72,367.3,1,480.0,1,0.0139
2024-02-23,Operations,Inventory Replenishment,39,179.8,0,240.0,1,0.0
2024-02-23,Operations,Quality Check,62,36.4,0,60.0,1,0.0
2024-02-23,Finance,Invoice Processing,53,105.14,1,120.0,1,0.0189
2024-02-23,Finance,Budget Reconciliation,53,255.96,1,360.0,1,0.0189
2024-02-23,Finance,Expense Audit,53,74.03,0,90.0,1,0.0
2024-02-23,HR,Onboarding,53,2797.39,3,2880.0,1,0.0566
2024-02-23,HR,Payroll Processing,69,135.93,2,120.0,0,0.029
2024-02-23,HR,Benefits Enrollment,63,206.65,0,240.0,1,0.0
2024-02-23,IT,Incident Resolution,55,244.63,3,240.0,0,0.0545
2024-02-23,IT,Change Management,46,173.64,0,480.0,1,0.0
2024-02-23,IT,Deployment Pipeline,44,62.58,1,120.0,1,0.0227
2024-02-23,Logistics,Shipment Tracking,57,1521.61,1,1440.0,0,0.0175
2024-02-23,Logistics,Customs Clearance,53,2585.62,2,2880.0,1,0.0377
2024-02-23,Logistics,Route Optimization,49,42.52,1,60.0,1,0.0204
2024-02-23,Risk,Credit Assessment,47,139.56,2,180.0,1,0.0426
2024-02-23,Risk,Fraud Review,43,25.85,0,30.0,1,0.0
2024-02-23,Risk,Compliance Check,63,796.14,1,720.0,0,0.0159
2024-02-23,Compliance,Regulatory Reporting,53,376.22,2,480.0,1,0.0377
2024-02-23,Compliance,AML Screening,56,36.88,3,60.0,1,0.0536
2024-02-23,Compliance,Policy Review,56,875.48,1,1440.0,1,0.0179
2024-02-24,Operations,Order Fulfillment,18,414.01,0,480.0,1,0.0
2024-02-24,Operations,Inventory Replenishment,16,277.56,0,240.0,0,0.0
2024-02-24,Operations,Quality Check,16,36.23,1,60.0,1,0.0625
2024-02-24,Finance,Invoice Processing,21,76.07,0,120.0,1,0.0
2024-02-24,Finance,Budget Reconciliation,19,288.63,0,360.0,1,0.0
2024-02-24,Finance,Expense Audit,19,67.72,1,90.0,1,0.0526
2024-02-24,HR,Onboarding,18,2030.87,0,2880.0,1,0.0
2024-02-24,HR,Payroll Processing,16,100.54,0,120.0,1,0.0
2024-02-24,HR,Benefits Enrollment,19,476.08,1,240.0,0,0.0526
2024-02-24,IT,Incident Resolution,17,131.42,1,240.0,1,0.0588
2024-02-24,IT,Change Management,22,338.95,0,480.0,1,0.0
2024-02-24,IT,Deployment Pipeline,18,96.72,0,120.0,1,0.0
2024-02-24,Logistics,Shipment Tracking,20,909.51,0,1440.0,1,0.0
2024-02-24,Logistics,Customs Clearance,20,2380.49,1,2880.0,1,0.05
2024-02-24,Logistics,Route Optimization,18,61.46,1,60.0,0,0.0556
2024-02-24,Risk,Credit Assessment,16,137.28,0,180.0,1,0.0
2024-02-24,Risk,Fraud Review,22,24.78,1,30.0,1,0.0455
2024-02-24,Risk,Compliance Check,17,290.06,0,720.0,1,0.0
2024-02-24,Compliance,Regulatory Reporting,16,455.39,1,480.0,1,0.0625
2024-02-24,Compliance,AML Screening,13,45.54,0,60.0,1,0.0
2024-02-24,Compliance,Policy Review,20,1609.43,2,1440.0,0,0.1
2024-02-25,Operations,Order Fulfillment,21,446.52,0,480.0,1,0.0
2024-02-25,Operations,Inventory Replenishment,15,108.79,0,240.0,1,0.0
2024-02-25,Operations,Quality Check,20,50.66,0,60.0,1,0.0
2024-02-25,Finance,Invoice Processing,18,124.91,1,120.0,0,0.0556
2024-02-25,Finance,Budget Reconciliation,17,301.14,0,360.0,1,0.0
2024-02-25,Finance,Expense Audit,19,69.93,0,90.0,1,0.0
2024-02-25,HR,Onboarding,17,2104.75,0,2880.0,1,0.0
2024-02-25,HR,Payroll Processing,19,120.69,2,120.0,0,0.1053
2024-02-25,HR,Benefits Enrollment,23,216.08,0,240.0,1,0.0
2024-02-25,IT,Incident Resolution,19,168.93,1,240.0,1,0.0526
2024-02-25,IT,Change Management,16,627.78,1,480.0,0,0.0625
2024-02-25,IT,Deployment Pipeline,18,58.02,0,120.0,1,0.0
2024-02-25,Logistics,Shipment Tracking,15,1387.25,0,1440.0,1,0.0
2024-02-25,Logistics,Customs Clearance,16,2146.33,0,2880.0,1,0.0
2024-02-25,Logistics,Route Optimization,21,47.83,2,60.0,1,0.0952
2024-02-25,Risk,Credit Assessment,21,87.04,2,180.0,1,0.0952
2024-02-25,Risk,Fraud Review,15,24.3,0,30.0,1,0.0
2024-02-25,Risk,Compliance Check,21,724.88,0,720.0,0,0.0
2024-02-25,Compliance,Regulatory Reporting,16,344.88,1,480.0,1,0.0625
2024-02-25,Compliance,AML Screening,19,47.53,0,60.0,1,0.0
2024-02-25,Compliance,Policy Review,19,646.62,0,1440.0,1,0.0
2024-02-26,Operations,Order Fulfillment,55,628.91,0,480.0,0,0.0
2024-02-26,Operations,Inventory Replenishment,62,223.21,1,240.0,1,0.0161
2024-02-26,Operations,Quality Check,50,51.72,0,60.0,1,0.0
2024-02-26,Finance,Invoice Processing,53,65.43,1,120.0,1,0.0189
2024-02-26,Finance,Budget Reconciliation,54,321.12,0,360.0,1,0.0
2024-02-26,Finance,Expense Audit,53,76.08,3,90.0,1,0.0566
2024-02-26,HR,Onboarding,60,1938.0,0,2880.0,1,0.0
2024-02-26,HR,Payroll Processing,63,95.01,1,120.0,1,0.0159
2024-02-26,HR,Benefits Enrollment,65,163.88,0,240.0,1,0.0
2024-02-26,IT,Incident Resolution,69,175.26,2,240.0,1,0.029
2024-02-26,IT,Change Management,64,453.54,1,480.0,1,0.0156
2024-02-26,IT,Deployment Pipeline,62,97.47,0,120.0,1,0.0
2024-02-26,Logistics,Shipment Tracking,45,1004.0,1,1440.0,1,0.0222
2024-02-26,Logistics,Customs Clearance,45,1613.4,1,2880.0,1,0.0222
2024-02-26,Logistics,Route Optimization,64,55.2,2,60.0,1,0.0312
2024-02-26,Risk,Credit Assessment,47,178.49,1,180.0,1,0.0213
2024-02-26,Risk,Fraud Review,52,19.22,1,30.0,1,0.0192
2024-02-26,Risk,Compliance Check,63,600.17,1,720.0,1,0.0159
2024-02-26,Compliance,Regulatory Reporting,54,413.74,1,480.0,1,0.0185
2024-02-26,Compliance,AML Screening,66,55.93,0,60.0,1,0.0
2024-02-26,Compliance,Policy Review,50,916.51,0,1440.0,1,0.0
2024-02-27,Operations,Order Fulfillment,52,671.88,1,480.0,0,0.0192
2024-02-27,Operations,Inventory Replenishment,62,160.4,0,240.0,1,0.0
2024-02-27,Operations,Quality Check,53,53.55,0,60.0,1,0.0
2024-02-27,Finance,Invoice Processing,41,104.66,0,120.0,1,0.0
2024-02-27,Finance,Budget Reconciliation,57,357.7,1,360.0,1,0.0175
2024-02-27,Finance,Expense Audit,66,45.53,1,90.0,1,0.0152
2024-02-27,HR,Onboarding,63,1576.64,3,2880.0,1,0.0476
2024-02-27,HR,Payroll Processing,60,81.48,2,120.0,1,0.0333
2024-02-27,HR,Benefits Enrollment,52,235.7,3,240.0,1,0.0577
2024-02-27,IT,Incident Resolution,68,228.69,3,240.0,1,0.0441
2024-02-27,IT,Change Management,55,289.87,0,480.0,1,0.0
2024-02-27,IT,Deployment Pipeline,63,89.46,1,120.0,1,0.0159
2024-02-27,Logistics,Shipment Tracking,53,1507.31,3,1440.0,0,0.0566
2024-02-27,Logistics,Customs Clearance,70,2432.61,1,2880.0,1,0.0143
2024-02-27,Logistics,Route Optimization,48,33.62,2,60.0,1,0.0417
2024-02-27,Risk,Credit Assessment,54,78.64,0,180.0,1,0.0
2024-02-27,Risk,Fraud Review,65,27.22,2,30.0,1,0.0308
2024-02-27,Risk,Compliance Check,48,707.3,2,720.0,1,0.0417
2024-02-27,Compliance,Regulatory Reporting,67,319.79,0,480.0,1,0.0
2024-02-27,Compliance,AML Screening,66,44.98,1,60.0,1,0.0152
2024-02-27,Compliance,Policy Review,40,805.27,1,1440.0,1,0.025
2024-02-28,Operations,Order Fulfillment,52,423.16,2,480.0,1,0.0385
2024-02-28,Operations,Inventory Replenishment,54,209.04,1,240.0,1,0.0185
2024-02-28,Operations,Quality Check,76,48.74,0,60.0,1,0.0
2024-02-28,Finance,Invoice Processing,45,73.74,1,120.0,1,0.0222
2024-02-28,Finance,Budget Reconciliation,64,155.61,1,360.0,1,0.0156
2024-02-28,Finance,Expense Audit,40,57.34,1,90.0,1,0.025
2024-02-28,HR,Onboarding,46,2213.55,3,2880.0,1,0.0652
2024-02-28,HR,Payroll Processing,64,140.48,0,120.0,0,0.0
2024-02-28,HR,Benefits Enrollment,60,232.43,1,240.0,1,0.0167
2024-02-28,IT,Incident Resolution,53,193.11,0,240.0,1,0.0
2024-02-28,IT,Change Management,48,349.91,1,480.0,1,0.0208
2024-02-28,IT,Deployment Pipeline,43,64.81,3,120.0,1,0.0698
2024-02-28,Logistics,Shipment Tracking,52,1283.47,1,1440.0,1,0.0192
2024-02-28,Logistics,Customs Clearance,43,2159.68,0,2880.0,1,0.0
2024-02-28,Logistics,Route Optimization,54,54.41,1,60.0,1,0.0185
2024-02-28,Risk,Credit Assessment,59,147.28,2,180.0,1,0.0339
2024-02-28,Risk,Fraud Review,49,29.27,0,30.0,1,0.0
2024-02-28,Risk,Compliance Check,52,465.07,2,720.0,1,0.0385
2024-02-28,Compliance,Regulatory Reporting,53,89.17,2,480.0,1,0.0377
2024-02-28,Compliance,AML Screening,56,57.34,1,60.0,1,0.0179
2024-02-28,Compliance,Policy Review,52,954.42,0,1440.0,1,0.0
2024-02-29,Operations,Order Fulfillment,60,324.75,0,480.0,1,0.0
2024-02-29,Operations,Inventory Replenishment,50,189.26,2,240.0,1,0.04
2024-02-29,Operations,Quality Check,49,62.21,0,60.0,0,0.0
2024-02-29,Finance,Invoice Processing,54,63.61,1,120.0,1,0.0185
2024-02-29,Finance,Budget Reconciliation,49,899.08,1,360.0,0,0.0204
2024-02-29,Finance,Expense Audit,54,89.57,0,90.0,1,0.0
2024-02-29,HR,Onboarding,44,3110.1,0,2880.0,0,0.0
2024-02-29,HR,Payroll Processing,73,122.16,1,120.0,0,0.0137
2024-02-29,HR,Benefits Enrollment,60,156.09,2,240.0,1,0.0333
2024-02-29,IT,Incident Resolution,50,66.28,0,240.0,1,0.0
2024-02-29,IT,Change Management,64,260.11,2,480.0,1,0.0312
2024-02-29,IT,Deployment Pipeline,74,108.69,1,120.0,1,0.0135
2024-02-29,Logistics,Shipment Tracking,53,1118.34,1,1440.0,1,0.0189
2024-02-29,Logistics,Customs Clearance,59,2999.8,2,2880.0,0,0.0339
2024-02-29,Logistics,Route Optimization,63,32.16,0,60.0,1,0.0
2024-02-29,Risk,Credit Assessment,57,342.93,0,180.0,0,0.0
2024-02-29,Risk,Fraud Review,55,25.73,0,30.0,1,0.0
2024-02-29,Risk,Compliance Check,50,835.09,1,720.0,0,0.02
2024-02-29,Compliance,Regulatory Reporting,59,466.45,0,480.0,1,0.0
2024-02-29,Compliance,AML Screening,65,33.13,1,60.0,1,0.0154
2024-02-29,Compliance,Policy Review,50,719.17,0,1440.0,1,0.0
2024-03-01,Operations,Order Fulfillment,64,385.84,1,480.0,1,0.0156
